Review_ID,Customer_ID,Email,Product,Category,Brand,Price,Rating,Review,Review_Date,Verified_Purchase,Helpful_Votes,Sentiment
713,CUST00713,customer00713@yahoo.com,Running Shoes,Fashion,Nike,4241.62,4.0,Very good quality,2024-11-09,Yes,14,Positive
714,CUST00714,customer00714@hotmail.com,Bluetooth Speaker,Electronics,Boat,4133.57,2.0,Very disappointed,2024-12-25,No,27,Negative
715,CUST00715,customer00715@yahoo.com,Running Shoes,Fashion,HP,1219.0,3.0,Average product,2024-05-29,No,3,Neutral
716,CUST00716,customer00716@yahoo.com,Bluetooth Speaker,Electronics,Puma,1915.36,,Can be better,2024-12-20,No,10,Neutral
717,CUST00717,customer00717@hotmail.com,Bluetooth Speaker,Electronics,Sony,580.09,5.0,amazing product,2024-08-31,Yes,31,Positive
718,CUST00718,customer00718@outlook.com,Smart Watch,Electronics,Dell,4880.2,1.0,waste of money,2024-12-05,No,37,Negative
719,CUST00719,customer00719@gmail.com,Laptop Bag,Accessories,Sony,1279.8,5.0,Excellent product,2024-06-23,No,40,Positive
720,CUST00720,customer00720@hotmail.com,Backpack,Accessories,Boat,2566.56,3.0,Okay for price,2024-06-21,Yes,18,Neutral
721,CUST00721,customer00721@gmail.com,Running Shoes,Fashion,Boat,1859.61,2.0,Very disappointed,2024-04-24,Yes,15,Negative
722,CUST00722,customer00722@gmail.com,Backpack,Accessories,Nike,3865.67,3.0, Okay for price ,2024-10-07,Yes,2,Neutral
723,CUST00723,customer00723@outlook.com,Coffee Mug,Kitchen,Nike,1790.02,1.0,Very disappointed,2024-08-25,Yes,23,Negative
724,CUST00724,customer00724@yahoo.com,Running Shoes,Fashion,Sony,3948.85,,Very disappointed,2024-03-14,Yes,33,Negative
725,CUST00725,customer00725@gmail.com,Laptop Bag,Accessories,Nike,3775.68,4.0,Worth buying,2024-05-14,Yes,17,Positive
726,CUST00726,customer00726@gmail.com,Face Wash,Beauty,Sony,2798.64,1.0,,2024-07-04,Yes,8,Negative
727,CUST00727,customer00727@gmail.com,Laptop Bag,Accessories,Sony,1167.83,5.0,Very good quality,2024-03-13,No,12,Positive
728,CUST00728,customer00728@gmail.com,Laptop Bag,Accessories,Nike,3766.24,2.0,,2024-01-01,Yes,5,Negative
729,CUST00729,customer00729@yahoo.com,Bluetooth Speaker,Electronics,Puma,1893.2,4.0,,2024-05-02,Yes,3,Positive
730,CUST00730,customer00730@yahoo.com,Running Shoes,Fashion,Dell,4351.12,1.0,Not good,2024-02-24,Yes,15,Negative
731,CUST00731,customer00731@yahoo.com,Bluetooth Speaker,Electronics,Nike,558.82,2.0, Not good ,2024-11-02,No,37,Negative
732,CUST00732,customer00732@hotmail.com,Backpack,Accessories,Dell,733.22,3.0,Average product,2024-11-18,Yes,5,Neutral
733,CUST00733,customer00733@gmail.com,Bluetooth Speaker,Electronics,Nike,3772.39,3.0,Okay for price,2024-03-28,Yes,6,Neutral
734,CUST00734,customer00734@outlook.com,Laptop Bag,Accessories,Dell,1791.85,3.0,Okay for price,2024-05-29,Yes,8,Neutral
735,CUST00735,customer00735@yahoo.com,Running Shoes,Fashion,Boat,729.18,4.0,Worth buying,2024-09-02,Yes,23,Positive
736,CUST00736,customer00736@gmail.com,Laptop Bag,Accessories,HP,4097.7,4.0,Happy with purchase,2024-01-10,Yes,8,Positive
737,CUST00737,customer00737@yahoo.com,Bluetooth Speaker,Electronics,Puma,4523.44,2.0,Poor quality,2024-05-13,Yes,34,Negative
738,CUST00738,customer00738@yahoo.com,Laptop Bag,Accessories,Sony,691.25,4.0,happy with purchase,2024-02-22,Yes,50,Positive
739,CUST00739,customer00739@outlook.com,Wireless Mouse,Electronics,Sony,3898.4,3.0, Average product ,2024-03-07,No,33,Neutral
740,CUST00740,customer00740@gmail.com,Laptop Bag,Accessories,Nike,1170.43,3.0,Average product,2024-03-18,No,2,Neutral
741,CUST00741,customer00741@gmail.com,Running Shoes,Fashion,Boat,2931.21,5.0,Happy with purchase,2024-06-08,No,5,Positive
742,CUST00742,customer00742@yahoo.com,Bluetooth Speaker,Electronics,Nike,1603.54,2.0,Product damaged,2024-04-08,Yes,28,Negative
743,CUST00743,customer00743@yahoo.com,Smart Watch,Electronics,Dell,1185.37,4.0,Excellent product,2024-02-14,Yes,12,Positive
744,CUST00744,customer00744@yahoo.com,Backpack,Accessories,Nike,4344.14,1.0,Poor quality,2024-10-21,Yes,1,Negative
745,CUST00745,customer00745@yahoo.com,Coffee Mug,Kitchen,Sony,3851.8,1.0,Not good,2024-12-24,Yes,15,Negative
746,CUST00746,customer00746@gmail.com,Bluetooth Speaker,Electronics,Boat,1582.62,2.0,Very disappointed,2024-09-11,No,21,Negative
747,CUST00747,customer00747@outlook.com,Wireless Mouse,Electronics,HP,4524.75,3.0,Can be better,2024-04-21,Yes,23,Neutral
748,CUST00748,customer00748@hotmail.com,Coffee Mug,Kitchen,Sony,3282.08,4.0,Worth buying,2024-03-02,No,17,Positive
749,CUST00749,customer00749@hotmail.com,Wireless Mouse,Electronics,Dell,1636.69,5.0,Very good quality,2024-05-23,Yes,50,Positive
750,CUST00750,customer00750@gmail.com,Smart Watch,Electronics,Puma,3301.06,5.0,Amazing product,2024-07-12,Yes,10,Positive
751,CUST00751,customer00751@outlook.com,Laptop Bag,Accessories,Boat,2153.18,5.0,amazing product,2024-06-20,No,6,Positive
752,CUST00752,customer00752@hotmail.com,Backpack,Accessories,Nike,2718.51,1.0, Not good ,2024-10-06,Yes,5,Negative
753,CUST00753,customer00753@gmail.com,Laptop Bag,Accessories,Puma,1183.22,2.0,Waste of money,2024-10-20,No,17,Negative
754,CUST00754,customer00754@outlook.com,Face Wash,Beauty,Nike,3686.99,2.0,Very disappointed,2024-10-01,No,43,Negative
755,CUST00755,customer00755@gmail.com,Backpack,Accessories,Sony,3770.86,3.0,Average product,2024-12-17,No,37,Neutral
756,CUST00756,customer00756@gmail.com,Backpack,Accessories,HP,1418.49,1.0,,2024-03-04,No,34,Negative
757,CUST00757,customer00757@hotmail.com,Backpack,Accessories,Sony,775.71,1.0,Poor quality,2024-09-11,Yes,31,Negative
758,CUST00758,customer00758@yahoo.com,Laptop Bag,Accessories,HP,2271.92,5.0, Happy with purchase ,2024-05-05,Yes,28,Positive
759,CUST00759,customer00759@outlook.com,Wireless Mouse,Electronics,Boat,1347.42,5.0,Happy with purchase,2024-01-14,Yes,10,Positive
760,CUST00760,customer00760@gmail.com,Face Wash,Beauty,Dell,2654.86,4.0,Amazing product,2024-09-10,Yes,46,Positive
761,CUST00761,customer00761@outlook.com,Bluetooth Speaker,Electronics,Boat,4897.11,3.0,Okay for price,2024-01-21,No,2,Neutral
762,CUST00762,customer00762@gmail.com,Laptop Bag,Accessories,HP,4009.31,3.0,Okay for price,2024-06-26,No,14,Neutral
763,CUST00763,customer00763@hotmail.com,Backpack,Accessories,Dell,3380.68,3.0, Average product ,2024-07-20,Yes,12,Neutral
764,CUST00764,customer00764@gmail.com,Smart Watch,Electronics,Sony,4817.71,3.0,Average product,2024-06-16,No,21,Neutral
765,CUST00765,customer00765@gmail.com,Backpack,Accessories,Boat,4895.47,2.0,Poor quality,2024-12-21,No,4,Negative
766,CUST00766,customer00766@yahoo.com,Wireless Mouse,Electronics,HP,3759.98,3.0,Okay for price,2024-01-02,No,40,Neutral
767,CUST00767,customer00767@outlook.com,Bluetooth Speaker,Electronics,HP,4057.76,2.0,Not good,2024-08-20,Yes,41,Negative
768,CUST00768,customer00768@yahoo.com,Backpack,Accessories,Nike,684.34,2.0,Product damaged,2024-03-27,No,9,Negative
769,CUST00769,customer00769@outlook.com,Backpack,Accessories,HP,3903.52,2.0,Poor quality,2024-12-06,Yes,42,Negative
770,CUST00770,customer00770@hotmail.com,Backpack,Accessories,HP,1773.04,5.0,Excellent product,2024-07-31,No,36,Positive
771,CUST00771,customer00771@outlook.com,Coffee Mug,Kitchen,Puma,1731.1,3.0,Okay for price,2024-09-08,No,21,Neutral
772,CUST00772,customer00772@gmail.com,Bluetooth Speaker,Electronics,Sony,1092.02,3.0,,2024-12-02,Yes,11,Neutral
773,CUST00773,customer00773@gmail.com,Smart Watch,Electronics,Nike,1688.29,2.0,Poor quality,2024-10-15,Yes,48,Negative
774,CUST00774,customer00774@gmail.com,Running Shoes,Fashion,Dell,3210.48,4.0,Amazing product,2024-03-13,No,29,Positive
775,CUST00775,customer00775@hotmail.com,Smart Watch,Electronics,HP,3866.33,2.0,Poor quality,2024-09-22,Yes,39,Negative
776,CUST00776,customer00776@yahoo.com,Coffee Mug,Kitchen,Dell,897.04,2.0,not good,2024-11-28,No,33,Negative
777,CUST00777,customer00777@hotmail.com,Bluetooth Speaker,Electronics,Boat,1487.59,2.0,Product damaged,2024-10-02,No,37,Negative
778,CUST00778,customer00778@outlook.com,Running Shoes,Fashion,Nike,4457.64,5.0,,2024-02-07,No,41,Positive
779,CUST00779,customer00779@hotmail.com,Running Shoes,Fashion,,2787.57,1.0, Product damaged ,2024-08-10,Yes,3,Negative
780,CUST00780,customer00780@gmail.com,Smart Watch,Electronics,Dell,1932.68,3.0,Average product,2024-06-20,Yes,1,Neutral
781,CUST00781,customer00781@hotmail.com,Coffee Mug,Kitchen,Puma,3876.77,3.0, Average product ,2024-12-05,Yes,42,Neutral
782,CUST00782,customer00782@outlook.com,Laptop Bag,Accessories,HP,3618.31,4.0,Worth buying,2024-10-19,No,7,Positive
783,CUST00783,customer00783@hotmail.com,Smart Watch,Electronics,Nike,3042.43,4.0,Excellent product,2024-05-26,Yes,18,Positive
784,CUST00784,customer00784@hotmail.com,Coffee Mug,Kitchen,HP,2199.04,3.0,Can be better,2024-10-02,No,4,Neutral
785,CUST00785,customer00785@hotmail.com,Smart Watch,Electronics,HP,921.86,,Happy with purchase,2024-06-24,No,14,Positive
786,CUST00786,customer00786@outlook.com,Face Wash,Beauty,Puma,2450.01,4.0,Amazing product,2024-11-21,Yes,6,Positive
787,CUST00787,customer00787@yahoo.com,Coffee Mug,Kitchen,Boat,3305.48,3.0,Average product,2024-07-14,No,18,Neutral
788,CUST00788,customer00788@hotmail.com,Running Shoes,Fashion,HP,4464.6,3.0,Average product,2024-10-17,Yes,6,Neutral
789,CUST00789,customer00789@gmail.com,Smart Watch,Electronics,Dell,766.89,4.0,Excellent product,2024-01-06,Yes,0,Positive
790,CUST00790,customer00790@yahoo.com,Backpack,Accessories,Sony,894.72,2.0,very disappointed,2024-02-03,No,39,Negative
791,CUST00791,customer00791@yahoo.com,Smart Watch,Electronics,Sony,2932.5,4.0,Amazing product,2024-08-11,No,49,Positive
792,CUST00792,customer00792@outlook.com,Running Shoes,Fashion,Nike,1953.48,3.0,Average product,2024-01-06,No,33,Neutral
793,CUST00793,customer00793@hotmail.com,Backpack,Accessories,HP,3357.61,2.0,Very disappointed,2024-11-27,No,38,Negative
794,CUST00794,customer00794@outlook.com,Coffee Mug,Kitchen,Puma,3516.14,1.0,Product damaged,2024-05-21,Yes,49,Negative
795,CUST00795,customer00795@outlook.com,Laptop Bag,Accessories,Nike,3910.25,5.0,Excellent product,2024-10-20,No,29,Positive
796,CUST00796,customer00796@yahoo.com,Wireless Mouse,Electronics,HP,1203.36,1.0,Very disappointed,2024-07-06,Yes,3,Negative
797,CUST00797,customer00797@outlook.com,Smart Watch,Electronics,Sony,3331.87,4.0,Amazing product,2024-06-21,No,22,Positive
798,CUST00798,customer00798@hotmail.com,Bluetooth Speaker,Electronics,Boat,2499.63,1.0, Very disappointed ,2024-10-05,Yes,20,Negative
799,CUST00799,customer00799@gmail.com,Face Wash,Beauty,Dell,4978.11,1.0, Not good ,2024-07-19,No,16,Negative
800,CUST00800,customer00800@outlook.com,Smart Watch,Electronics,Boat,4040.82,4.0,Happy with purchase,2024-04-30,Yes,41,Positive
801,CUST00801,customer00801@yahoo.com,Bluetooth Speaker,Electronics,Sony,1363.06,4.0, Happy with purchase ,2024-03-18,Yes,37,Positive
802,CUST00802,customer00802@outlook.com,Backpack,Accessories,Nike,1887.73,1.0, Not good ,2024-11-05,Yes,35,Negative
803,CUST00803,customer00803@gmail.com,Running Shoes,Fashion,Sony,4713.99,4.0,Amazing product,2024-11-03,No,4,Positive
804,CUST00804,customer00804@gmail.com,Running Shoes,Fashion,Boat,3883.05,3.0,Okay for price,2024-04-11,No,50,Neutral
805,CUST00805,customer00805@hotmail.com,Bluetooth Speaker,Electronics,HP,3322.73,,Poor quality,2024-12-21,No,40,Negative
806,CUST00806,customer00806@hotmail.com,Bluetooth Speaker,Electronics,Dell,2105.75,1.0,,2024-10-24,Yes,2,Negative
807,CUST00807,customer00807@outlook.com,Laptop Bag,Accessories,HP,3648.71,2.0,Very disappointed,2024-12-07,No,9,Negative
808,CUST00808,customer00808@outlook.com,Face Wash,Beauty,Dell,4970.95,4.0,Amazing product,2024-11-25,No,15,Positive
809,CUST00809,customer00809@yahoo.com,Coffee Mug,Kitchen,Boat,3565.88,1.0, Waste of money ,2024-09-11,No,23,Negative
810,CUST00810,customer00810@gmail.com,Laptop Bag,Accessories,Nike,555.5,3.0,Can be better,2024-01-31,Yes,29,Neutral
811,CUST00811,customer00811@gmail.com,Laptop Bag,Accessories,,3059.11,5.0, Worth buying ,2024-10-23,No,29,Positive
812,CUST00812,customer00812@gmail.com,Smart Watch,Electronics,HP,3491.11,3.0,Average product,2024-03-15,Yes,43,Neutral
813,CUST00813,customer00813@outlook.com,Backpack,Accessories,Puma,2965.59,3.0,Okay for price,2024-06-07,Yes,2,Neutral
814,CUST00814,customer00814@outlook.com,Wireless Mouse,Electronics,Nike,1157.82,4.0,Worth buying,2024-10-13,Yes,20,Positive
815,CUST00815,customer00815@outlook.com,Laptop Bag,Accessories,Nike,2990.36,3.0,Average product,2024-01-26,Yes,9,Neutral
816,CUST00816,customer00816@gmail.com,Face Wash,Beauty,Nike,1929.52,5.0,Very good quality,2024-08-31,No,35,Positive
817,CUST00817,customer00817@hotmail.com,Coffee Mug,Kitchen,Boat,1794.23,5.0, Very good quality ,2024-02-18,Yes,46,Positive
818,CUST00818,customer00818@gmail.com,Laptop Bag,Accessories,Dell,3301.27,3.0,Can be better,2024-12-03,Yes,1,Neutral
819,CUST00819,customer00819@yahoo.com,Bluetooth Speaker,Electronics,Puma,1571.8,1.0,waste of money,2024-02-24,No,38,Negative
820,CUST00820,customer00820@yahoo.com,Wireless Mouse,Electronics,HP,4361.02,2.0,Product damaged,2024-12-16,Yes,14,Negative
821,CUST00821,customer00821@yahoo.com,Backpack,Accessories,Puma,3036.22,1.0,Not good,2024-02-09,Yes,6,Negative
822,CUST00822,customer00822@yahoo.com,Smart Watch,Electronics,Sony,3278.45,2.0, very disappointed ,2024-08-07,No,1,Negative
823,CUST00823,customer00823@outlook.com,Wireless Mouse,Electronics,Nike,4949.83,5.0,Happy with purchase,2024-06-25,Yes,28,Positive
824,CUST00824,customer00824@yahoo.com,Running Shoes,Fashion,Nike,3477.71,3.0,average product,2024-06-11,No,9,Neutral
825,CUST00825,customer00825@hotmail.com,Coffee Mug,Kitchen,Sony,2318.77,1.0,Waste of money,2024-08-11,Yes,3,Negative
826,CUST00826,customer00826@outlook.com,Face Wash,Beauty,Puma,2470.04,4.0,Happy with purchase,2024-04-09,Yes,24,Positive
827,CUST00827,customer00827@gmail.com,Face Wash,Beauty,Boat,3651.0,1.0,Very disappointed,2024-04-27,No,8,Negative
828,CUST00828,customer00828@yahoo.com,Bluetooth Speaker,Electronics,HP,2907.38,2.0,product damaged,2024-02-24,Yes,36,Negative
829,CUST00829,customer00829@outlook.com,Bluetooth Speaker,Electronics,Sony,4257.85,4.0,Worth buying,2024-08-12,No,8,Positive
830,CUST00830,customer00830@yahoo.com,Bluetooth Speaker,Electronics,Dell,4679.06,3.0,Average product,2024-02-14,No,43,Neutral
831,CUST00831,customer00831@yahoo.com,Face Wash,Beauty,Nike,280.91,4.0,Amazing product,2024-02-17,No,23,Positive
832,CUST00832,customer00832@gmail.com,Running Shoes,Fashion,Puma,3402.89,3.0,okay for price,2024-11-26,Yes,8,Neutral
833,CUST00833,customer00833@outlook.com,Laptop Bag,Accessories,Sony,4762.11,1.0,Waste of money,2024-02-25,Yes,48,Negative
834,CUST00834,customer00834@yahoo.com,Wireless Mouse,Electronics,Sony,2998.38,1.0,Not good,2024-08-01,No,33,Negative
835,CUST00835,customer00835@gmail.com,Face Wash,Beauty,Puma,3991.4,4.0,Excellent product,2024-02-18,Yes,30,Positive
836,CUST00836,customer00836@outlook.com,Face Wash,Beauty,Nike,2090.26,4.0,amazing product,2024-03-10,No,2,Positive
837,CUST00837,customer00837@outlook.com,Backpack,Accessories,Puma,3553.38,3.0,Average product,2024-01-27,Yes,37,Neutral
838,CUST00838,customer00838@hotmail.com,Laptop Bag,Accessories,Nike,2852.59,5.0,Amazing product,2024-04-27,Yes,28,Positive
839,CUST00839,customer00839@gmail.com,Smart Watch,Electronics,Boat,2412.77,5.0,Amazing product,2024-05-27,No,20,Positive
840,CUST00840,customer00840@outlook.com,Laptop Bag,Accessories,Boat,423.7,2.0,Not good,2024-01-31,No,44,Negative
841,CUST00841,customer00841@outlook.com,Backpack,Accessories,Nike,3296.61,2.0,Not good,2024-05-26,No,17,Negative
842,CUST00842,customer00842@gmail.com,Face Wash,Beauty,Dell,2474.39,5.0,Worth buying,2024-04-30,Yes,40,Positive
843,CUST00843,customer00843@outlook.com,Backpack,Accessories,Boat,405.75,1.0,Poor quality,2024-10-18,No,34,Negative
844,CUST00844,customer00844@hotmail.com,Backpack,Accessories,Dell,319.24,5.0,Worth buying,2024-09-11,No,11,Positive
845,CUST00845,customer00845@outlook.com,Laptop Bag,Accessories,Puma,2505.25,3.0,Okay for price,2024-04-13,No,6,Neutral
846,CUST00846,customer00846@yahoo.com,Laptop Bag,Accessories,Boat,3943.62,1.0,Not good,2024-03-18,No,37,Negative
847,CUST00847,customer00847@outlook.com,Backpack,Accessories,Puma,1711.78,3.0,Can be better,2024-06-12,Yes,0,Neutral
848,CUST00848,customer00848@hotmail.com,Smart Watch,Electronics,Nike,4011.14,2.0,Product damaged,2024-07-11,No,22,Negative
849,CUST00849,customer00849@yahoo.com,Running Shoes,Fashion,Boat,519.17,5.0,Worth buying,2024-10-06,No,31,Positive
850,CUST00850,customer00850@yahoo.com,Running Shoes,Fashion,Puma,2623.17,3.0,Average product,2024-11-29,No,36,Neutral
851,CUST00851,customer00851@yahoo.com,Bluetooth Speaker,Electronics,Puma,4503.0,4.0,Amazing product,2024-08-28,Yes,12,Positive
852,CUST00852,customer00852@yahoo.com,Wireless Mouse,Electronics,Nike,4745.38,1.0,Product damaged,2024-10-30,Yes,19,Negative
853,CUST00853,customer00853@gmail.com,Bluetooth Speaker,Electronics,Dell,1610.08,1.0,Not good,2024-06-14,Yes,24,Negative
854,CUST00854,customer00854@hotmail.com,Bluetooth Speaker,Electronics,Boat,2896.73,1.0,Waste of money,2024-03-07,Yes,44,Negative
855,CUST00855,customer00855@hotmail.com,Smart Watch,Electronics,HP,1864.25,1.0,Product damaged,2024-10-15,Yes,35,Negative
856,CUST00856,customer00856@yahoo.com,Bluetooth Speaker,Electronics,Nike,2244.11,3.0,Average product,2024-12-31,No,12,Neutral
857,CUST00857,customer00857@yahoo.com,Face Wash,Beauty,HP,4908.52,2.0,Very disappointed,2024-07-07,No,31,Negative
858,CUST00858,customer00858@outlook.com,Wireless Mouse,Electronics,HP,2410.04,2.0,,2024-10-17,No,26,Negative
859,CUST00859,customer00859@outlook.com,Bluetooth Speaker,Electronics,HP,1567.52,1.0,Poor quality,2024-07-10,No,27,Negative
860,CUST00860,customer00860@yahoo.com,Smart Watch,Electronics,Dell,4637.63,2.0,Not good,2024-07-31,No,14,Negative
861,CUST00861,customer00861@gmail.com,Running Shoes,Fashion,Dell,4274.55,2.0,product damaged,2024-02-05,Yes,8,Negative
862,CUST00862,customer00862@hotmail.com,Backpack,Accessories,Nike,1034.47,,Worth buying,2024-06-05,Yes,39,Positive
863,CUST00863,customer00863@gmail.com,Wireless Mouse,Electronics,Nike,4197.81,2.0,Waste of money,2024-02-23,Yes,39,Negative
864,CUST00864,customer00864@hotmail.com,Laptop Bag,Accessories,Nike,3180.39,5.0,Worth buying,2024-11-02,Yes,3,Positive
865,CUST00865,customer00865@yahoo.com,Coffee Mug,Kitchen,HP,4101.53,5.0,,2024-04-13,No,20,Positive
866,CUST00866,customer00866@outlook.com,Coffee Mug,Kitchen,HP,1910.01,1.0,Product damaged,2024-03-10,Yes,14,Negative
867,CUST00867,customer00867@gmail.com,Wireless Mouse,Electronics,Sony,4198.63,4.0,Worth buying,2024-07-31,Yes,13,Positive
868,CUST00868,customer00868@outlook.com,Backpack,Accessories,Puma,4881.38,5.0,Happy with purchase,2024-06-13,No,25,Positive
869,CUST00869,customer00869@yahoo.com,Wireless Mouse,Electronics,Sony,2298.47,5.0,Happy with purchase,2024-04-28,Yes,30,Positive
870,CUST00870,customer00870@yahoo.com,Coffee Mug,Kitchen,Dell,4179.62,1.0,Not good,2024-11-04,No,39,Negative
871,CUST00871,customer00871@yahoo.com,Face Wash,Beauty,Nike,3911.54,5.0,Happy with purchase,2024-05-08,No,25,Positive
872,CUST00872,customer00872@gmail.com,Smart Watch,Electronics,Sony,1535.43,3.0,Can be better,2024-07-08,No,38,Neutral
873,CUST00873,customer00873@hotmail.com,Running Shoes,Fashion,Boat,698.03,3.0,average product,2024-09-05,Yes,31,Neutral
874,CUST00874,customer00874@gmail.com,Laptop Bag,Accessories,Sony,3585.59,1.0,Waste of money,2024-07-14,Yes,21,Negative
875,CUST00875,customer00875@hotmail.com,Coffee Mug,Kitchen,Puma,2675.25,2.0,Not good,2024-04-22,No,37,Negative
876,CUST00876,customer00876@outlook.com,Smart Watch,Electronics,Dell,2804.03,5.0,Happy with purchase,2024-09-29,No,40,Positive
877,CUST00877,customer00877@hotmail.com,Coffee Mug,Kitchen,Dell,4848.21,1.0,Not good,2024-09-29,Yes,47,Negative
878,CUST00878,customer00878@hotmail.com,Smart Watch,Electronics,Nike,4008.15,5.0,Happy with purchase,2024-02-21,Yes,29,Positive
879,CUST00879,customer00879@yahoo.com,Bluetooth Speaker,Electronics,Dell,4801.07,3.0,Average product,2024-09-07,Yes,9,Neutral
880,CUST00880,customer00880@outlook.com,Coffee Mug,Kitchen,HP,2311.7,5.0,Very good quality,2024-06-22,Yes,5,Positive
881,CUST00881,customer00881@gmail.com,Wireless Mouse,Electronics,Dell,514.81,5.0,Happy with purchase,2024-01-19,No,28,Positive
882,CUST00882,customer00882@outlook.com,Bluetooth Speaker,Electronics,Puma,575.14,4.0,Happy with purchase,2024-02-22,No,50,Positive
883,CUST00883,customer00883@yahoo.com,Smart Watch,Electronics,Sony,839.42,1.0,Poor quality,2024-07-03,No,30,Negative
884,CUST00884,customer00884@gmail.com,Wireless Mouse,Electronics,HP,4495.62,5.0,Happy with purchase,2024-03-04,Yes,35,Positive
885,CUST00885,customer00885@outlook.com,Face Wash,Beauty,Sony,3352.56,1.0,Product damaged,2024-08-28,No,8,Negative
886,CUST00886,customer00886@yahoo.com,Smart Watch,Electronics,HP,2415.07,3.0,Can be better,2024-03-18,No,36,Neutral
887,CUST00887,customer00887@yahoo.com,Coffee Mug,Kitchen,Puma,3030.36,2.0,Not good,2024-10-22,No,20,Negative
888,CUST00888,customer00888@outlook.com,Laptop Bag,Accessories,Boat,2196.44,2.0, Poor quality ,2024-01-23,Yes,0,Negative
889,CUST00889,customer00889@outlook.com,Bluetooth Speaker,Electronics,Puma,2140.45,1.0,Very disappointed,2024-05-12,Yes,35,Negative
890,CUST00890,customer00890@outlook.com,Face Wash,Beauty,Sony,1572.85,3.0,Okay for price,2024-07-11,Yes,12,Neutral
891,CUST00891,customer00891@gmail.com,Wireless Mouse,Electronics,Sony,2979.04,1.0, Very disappointed ,2024-09-11,Yes,15,Negative
892,CUST00892,customer00892@outlook.com,Bluetooth Speaker,Electronics,Nike,595.63,3.0,Average product,2024-04-15,Yes,39,Neutral
893,CUST00893,customer00893@outlook.com,Coffee Mug,Kitchen,Sony,1863.01,5.0,Amazing product,2024-10-18,No,24,Positive
894,CUST00894,customer00894@outlook.com,Running Shoes,Fashion,Boat,4666.17,4.0,Worth buying,2024-09-12,Yes,44,Positive
895,CUST00895,customer00895@hotmail.com,Running Shoes,Fashion,Dell,714.06,3.0,Okay for price,2024-08-01,Yes,17,Neutral
896,CUST00896,customer00896@gmail.com,Coffee Mug,Kitchen,HP,2573.6,2.0,Product damaged,2024-08-31,Yes,43,Negative
897,CUST00897,customer00897@yahoo.com,Face Wash,Beauty,Boat,1307.13,5.0,Excellent product,2024-04-09,No,41,Positive
898,CUST00898,customer00898@outlook.com,Face Wash,Beauty,Dell,4946.84,4.0,Worth buying,2024-05-30,Yes,5,Positive
899,CUST00899,customer00899@gmail.com,Laptop Bag,Accessories,HP,4824.32,3.0,Can be better,2024-07-04,Yes,32,Neutral
900,CUST00900,customer00900@gmail.com,Smart Watch,Electronics,Boat,953.01,5.0,Amazing product,2024-09-17,Yes,13,Positive
901,CUST00901,customer00901@outlook.com,Laptop Bag,Accessories,HP,2665.18,3.0,Can be better,2024-04-07,Yes,26,Neutral
902,CUST00902,customer00902@yahoo.com,Bluetooth Speaker,Electronics,Dell,2998.95,4.0,Amazing product,2024-06-30,Yes,30,Positive
903,CUST00903,customer00903@outlook.com,Bluetooth Speaker,Electronics,Sony,4335.97,2.0,Very disappointed,2024-02-26,No,38,Negative
904,CUST00904,customer00904@gmail.com,Wireless Mouse,Electronics,Sony,364.1,3.0,Average product,2024-01-02,Yes,21,Neutral
905,CUST00905,customer00905@yahoo.com,Wireless Mouse,Electronics,,3417.8,5.0,Happy with purchase,2024-08-21,No,4,Positive
906,CUST00906,customer00906@hotmail.com,Wireless Mouse,Electronics,Sony,3234.58,5.0,Worth buying,2024-06-15,No,46,Positive
907,CUST00907,customer00907@outlook.com,Bluetooth Speaker,Electronics,Puma,2654.99,1.0,,2024-03-23,No,37,Negative
908,CUST00908,customer00908@gmail.com,Bluetooth Speaker,Electronics,HP,2626.38,5.0,Worth buying,2024-07-09,No,50,Positive
909,CUST00909,customer00909@gmail.com,Wireless Mouse,Electronics,Puma,2626.92,5.0,Worth buying,2024-04-08,Yes,3,Positive
910,CUST00910,customer00910@yahoo.com,Smart Watch,Electronics,Dell,2656.97,1.0,Poor quality,2024-08-01,No,23,Negative
911,CUST00911,customer00911@outlook.com,Running Shoes,Fashion,HP,4399.49,2.0,Poor quality,2024-12-31,Yes,20,Negative
912,CUST00912,customer00912@hotmail.com,Wireless Mouse,Electronics,Sony,2707.45,3.0,Average product,2024-07-28,Yes,44,Neutral
913,CUST00913,customer00913@hotmail.com,Coffee Mug,Kitchen,Sony,857.47,3.0,,2024-04-17,Yes,44,Neutral
914,CUST00914,customer00914@yahoo.com,Laptop Bag,Accessories,Dell,859.67,2.0,product damaged,2024-11-09,No,13,Negative
915,CUST00915,customer00915@outlook.com,Backpack,Accessories,Nike,4254.73,1.0,Not good,2024-10-27,No,15,Negative
916,CUST00916,customer00916@yahoo.com,Bluetooth Speaker,Electronics,Dell,2533.85,3.0,Average product,2024-08-29,Yes,33,Neutral
917,CUST00917,customer00917@hotmail.com,Face Wash,Beauty,Dell,412.48,5.0,Happy with purchase,2024-09-23,No,41,Positive
918,CUST00918,customer00918@yahoo.com,Wireless Mouse,Electronics,Sony,2924.54,,Poor quality,2024-10-27,Yes,41,Negative
919,CUST00919,customer00919@hotmail.com,Face Wash,Beauty,Nike,1787.69,4.0,Worth buying,2024-09-30,Yes,30,Positive
920,CUST00920,customer00920@gmail.com,Coffee Mug,Kitchen,Boat,4100.41,2.0,Very disappointed,2024-03-01,No,41,Negative
